Code,GeoFips,GeoName,TimePeriod,CL_UNIT,UNIT_MULT,DataValue,NoteRef
CAEMP25N-10,17041,"Douglas, IL",2019,Number of jobs,0,11180,
CAEMP25N-10,17041,"Douglas, IL",2020,Number of jobs,0,10943,
CAEMP25N-10,17041,"Douglas, IL",2021,Number of jobs,0,11209,
CAEMP25N-10,17041,"Douglas, IL",2022,Number of jobs,0,11435,
CAEMP25N-10,17043,"DuPage, IL",2018,Number of jobs,0,793875,
CAEMP25N-10,17043,"DuPage, IL",2019,Number of jobs,0,792087,
CAEMP25N-10,17043,"DuPage, IL",2020,Number of jobs,0,755566,
CAEMP25N-10,17043,"DuPage, IL",2021,Number of jobs,0,783892,
CAEMP25N-10,17043,"DuPage, IL",2022,Number of jobs,0,818912,
CAEMP25N-10,17045,"Edgar, IL",2018,Number of jobs,0,8988,
CAEMP25N-10,17045,"Edgar, IL",2019,Number of jobs,0,8740,
CAEMP25N-10,17045,"Edgar, IL",2020,Number of jobs,0,8807,
CAEMP25N-10,17045,"Edgar, IL",2021,Number of jobs,0,9038,
CAEMP25N-10,17045,"Edgar, IL",2022,Number of jobs,0,9502,
CAEMP25N-10,17047,"Edwards, IL",2018,Number of jobs,0,3536,
CAEMP25N-10,17047,"Edwards, IL",2019,Number of jobs,0,3416,
CAEMP25N-10,17047,"Edwards, IL",2020,Number of jobs,0,3337,
CAEMP25N-10,17047,"Edwards, IL",2021,Number of jobs,0,3292,
CAEMP25N-10,17047,"Edwards, IL",2022,Number of jobs,0,3307,
CAEMP25N-10,17049,"Effingham, IL",2018,Number of jobs,0,28622,
CAEMP25N-10,17049,"Effingham, IL",2019,Number of jobs,0,28650,
CAEMP25N-10,17049,"Effingham, IL",2020,Number of jobs,0,28507,
CAEMP25N-10,17049,"Effingham, IL",2021,Number of jobs,0,29451,
CAEMP25N-10,17049,"Effingham, IL",2022,Number of jobs,0,30990,
CAEMP25N-10,17051,"Fayette, IL",2018,Number of jobs,0,8453,
CAEMP25N-10,17051,"Fayette, IL",2019,Number of jobs,0,8554,
CAEMP25N-10,17051,"Fayette, IL",2020,Number of jobs,0,8358,
CAEMP25N-10,17051,"Fayette, IL",2021,Number of jobs,0,8594,
CAEMP25N-10,17051,"Fayette, IL",2022,Number of jobs,0,8736,
CAEMP25N-10,17053,"Ford, IL",2018,Number of jobs,0,6849,
CAEMP25N-10,17053,"Ford, IL",2019,Number of jobs,0,6781,
CAEMP25N-10,17053,"Ford, IL",2020,Number of jobs,0,6642,
CAEMP25N-10,17053,"Ford, IL",2021,Number of jobs,0,6839,
CAEMP25N-10,17053,"Ford, IL",2022,Number of jobs,0,7589,
CAEMP25N-10,17055,"Franklin, IL",2018,Number of jobs,0,13760,
CAEMP25N-10,17055,"Franklin, IL",2019,Number of jobs,0,13492,
CAEMP25N-10,17055,"Franklin, IL",2020,Number of jobs,0,12807,
CAEMP25N-10,17055,"Franklin, IL",2021,Number of jobs,0,13233,
CAEMP25N-10,17055,"Franklin, IL",2022,Number of jobs,0,13933,
CAEMP25N-10,17057,"Fulton, IL",2018,Number of jobs,0,11913,
CAEMP25N-10,17057,"Fulton, IL",2019,Number of jobs,0,11866,
CAEMP25N-10,17057,"Fulton, IL",2020,Number of jobs,0,11423,
CAEMP25N-10,17057,"Fulton, IL",2021,Number of jobs,0,11647,
CAEMP25N-10,17057,"Fulton, IL",2022,Number of jobs,0,12098,
CAEMP25N-10,17059,"Gallatin, IL",2018,Number of jobs,0,2027,
CAEMP25N-10,17059,"Gallatin, IL",2019,Number of jobs,0,1939,
CAEMP25N-10,17059,"Gallatin, IL",2020,Number of jobs,0,1626,
CAEMP25N-10,17059,"Gallatin, IL",2021,Number of jobs,0,1623,
CAEMP25N-10,17059,"Gallatin, IL",2022,Number of jobs,0,1717,
CAEMP25N-10,17061,"Greene, IL",2018,Number of jobs,0,4298,
CAEMP25N-10,17061,"Greene, IL",2019,Number of jobs,0,4271,
CAEMP25N-10,17061,"Greene, IL",2020,Number of jobs,0,4233,
CAEMP25N-10,17061,"Greene, IL",2021,Number of jobs,0,4291,
CAEMP25N-10,17061,"Greene, IL",2022,Number of jobs,0,4333,
CAEMP25N-10,17063,"Grundy, IL",2018,Number of jobs,0,25871,
CAEMP25N-10,17063,"Grundy, IL",2019,Number of jobs,0,26664,
CAEMP25N-10,17063,"Grundy, IL",2020,Number of jobs,0,27138,
CAEMP25N-10,17063,"Grundy, IL",2021,Number of jobs,0,27913,
CAEMP25N-10,17063,"Grundy, IL",2022,Number of jobs,0,28350,
CAEMP25N-10,17065,"Hamilton, IL",2018,Number of jobs,0,3790,
CAEMP25N-10,17065,"Hamilton, IL",2019,Number of jobs,0,3687,
CAEMP25N-10,17065,"Hamilton, IL",2020,Number of jobs,0,3577,
CAEMP25N-10,17065,"Hamilton, IL",2021,Number of jobs,0,3653,
CAEMP25N-10,17065,"Hamilton, IL",2022,Number of jobs,0,3710,
CAEMP25N-10,17067,"Hancock, IL",2018,Number of jobs,0,7126,
CAEMP25N-10,17067,"Hancock, IL",2019,Number of jobs,0,6884,
CAEMP25N-10,17067,"Hancock, IL",2020,Number of jobs,0,6767,
CAEMP25N-10,17067,"Hancock, IL",2021,Number of jobs,0,6961,
CAEMP25N-10,17067,"Hancock, IL",2022,Number of jobs,0,7162,
CAEMP25N-10,17069,"Hardin, IL",2018,Number of jobs,0,1206,
CAEMP25N-10,17069,"Hardin, IL",2019,Number of jobs,0,1174,
CAEMP25N-10,17069,"Hardin, IL",2020,Number of jobs,0,1126,
CAEMP25N-10,17069,"Hardin, IL",2021,Number of jobs,0,1174,
CAEMP25N-10,17069,"Hardin, IL",2022,Number of jobs,0,1303,
CAEMP25N-10,17071,"Henderson, IL",2018,Number of jobs,0,2195,
CAEMP25N-10,17071,"Henderson, IL",2019,Number of jobs,0,2131,
CAEMP25N-10,17071,"Henderson, IL",2020,Number of jobs,0,2088,
CAEMP25N-10,17071,"Henderson, IL",2021,Number of jobs,0,2153,
CAEMP25N-10,17071,"Henderson, IL",2022,Number of jobs,0,2178,
CAEMP25N-10,17073,"Henry, IL",2018,Number of jobs,0,20353,
CAEMP25N-10,17073,"Henry, IL",2019,Number of jobs,0,20668,
CAEMP25N-10,17073,"Henry, IL",2020,Number of jobs,0,19991,
CAEMP25N-10,17073,"Henry, IL",2021,Number of jobs,0,20150,
CAEMP25N-10,17073,"Henry, IL",2022,Number of jobs,0,20253,
CAEMP25N-10,17075,"Iroquois, IL",2018,Number of jobs,0,12687,
CAEMP25N-10,17075,"Iroquois, IL",2019,Number of jobs,0,12467,
CAEMP25N-10,17075,"Iroquois, IL",2020,Number of jobs,0,12152,
CAEMP25N-10,17075,"Iroquois, IL",2021,Number of jobs,0,11870,
CAEMP25N-10,17075,"Iroquois, IL",2022,Number of jobs,0,12011,
CAEMP25N-10,17077,"Jackson, IL",2018,Number of jobs,0,35160,
CAEMP25N-10,17077,"Jackson, IL",2019,Number of jobs,0,34913,
CAEMP25N-10,17077,"Jackson, IL",2020,Number of jobs,0,33310,
CAEMP25N-10,17077,"Jackson, IL",2021,Number of jobs,0,33664,
CAEMP25N-10,17077,"Jackson, IL",2022,Number of jobs,0,34990,
CAEMP25N-10,17079,"Jasper, IL",2018,Number of jobs,0,4438,
CAEMP25N-10,17079,"Jasper, IL",2019,Number of jobs,0,4358,
CAEMP25N-10,17079,"Jasper, IL",2020,Number of jobs,0,4386,
CAEMP25N-10,17079,"Jasper, IL",2021,Number of jobs,0,4601,
CAEMP25N-10,17079,"Jasper, IL",2022,Number of jobs,0,4731,
CAEMP25N-10,17081,"Jefferson, IL",2018,Number of jobs,0,25965,
CAEMP25N-10,17081,"Jefferson, IL",2019,Number of jobs,0,25590,
CAEMP25N-10,17081,"Jefferson, IL",2020,Number of jobs,0,24168,
CAEMP25N-10,17081,"Jefferson, IL",2021,Number of jobs,0,24451,
CAEMP25N-10,17081,"Jefferson, IL",2022,Number of jobs,0,25239,
CAEMP25N-10,17083,"Jersey, IL",2018,Number of jobs,0,7973,
CAEMP25N-10,17083,"Jersey, IL",2019,Number of jobs,0,7699,
CAEMP25N-10,17083,"Jersey, IL",2020,Number of jobs,0,7822,
CAEMP25N-10,17083,"Jersey, IL",2021,Number of jobs,0,8154,
CAEMP25N-10,17083,"Jersey, IL",2022,Number of jobs,0,8387,
CAEMP25N-10,17085,"Jo Daviess, IL",2018,Number of jobs,0,11745,
CAEMP25N-10,17085,"Jo Daviess, IL",2019,Number of jobs,0,11419,
CAEMP25N-10,17085,"Jo Daviess, IL",2020,Number of jobs,0,11008,
CAEMP25N-10,17085,"Jo Daviess, IL",2021,Number of jobs,0,11735,
CAEMP25N-10,17085,"Jo Daviess, IL",2022,Number of jobs,0,11949,
CAEMP25N-10,17087,"Johnson, IL",2018,Number of jobs,0,3749,
CAEMP25N-10,17087,"Johnson, IL",2019,Number of jobs,0,3791,
CAEMP25N-10,17087,"Johnson, IL",2020,Number of jobs,0,3741,
CAEMP25N-10,17087,"Johnson, IL",2021,Number of jobs,0,3816,
CAEMP25N-10,17087,"Johnson, IL",2022,Number of jobs,0,3884,
CAEMP25N-10,17089,"Kane, IL",2018,Number of jobs,0,281355,
CAEMP25N-10,17089,"Kane, IL",2019,Number of jobs,0,280485,
CAEMP25N-10,17089,"Kane, IL",2020,Number of jobs,0,266101,
CAEMP25N-10,17089,"Kane, IL",2021,Number of jobs,0,278070,
CAEMP25N-10,17089,"Kane, IL",2022,Number of jobs,0,294726,
CAEMP25N-10,17091,"Kankakee, IL",2018,Number of jobs,0,56318,
CAEMP25N-10,17091,"Kankakee, IL",2019,Number of jobs,0,56394,
CAEMP25N-10,17091,"Kankakee, IL",2020,Number of jobs,0,54495,
CAEMP25N-10,17091,"Kankakee, IL",2021,Number of jobs,0,54557,
CAEMP25N-10,17091,"Kankakee, IL",2022,Number of jobs,0,55949,
CAEMP25N-10,17093,"Kendall, IL",2018,Number of jobs,0,44423,
CAEMP25N-10,17093,"Kendall, IL",2019,Number of jobs,0,44830,
CAEMP25N-10,17093,"Kendall, IL",2020,Number of jobs,0,44253,
CAEMP25N-10,17093,"Kendall, IL",2021,Number of jobs,0,47484,
CAEMP25N-10,17093,"Kendall, IL",2022,Number of jobs,0,49362,
CAEMP25N-10,17095,"Knox, IL",2018,Number of jobs,0,24311,
CAEMP25N-10,17095,"Knox, IL",2019,Number of jobs,0,24153,
CAEMP25N-10,17095,"Knox, IL",2020,Number of jobs,0,23336,
CAEMP25N-10,17095,"Knox, IL",2021,Number of jobs,0,22970,
CAEMP25N-10,17095,"Knox, IL",2022,Number of jobs,0,23291,
CAEMP25N-10,17097,"Lake, IL",2018,Number of jobs,0,471665,
CAEMP25N-10,17097,"Lake, IL",2019,Number of jobs,0,470756,
CAEMP25N-10,17097,"Lake, IL",2020,Number of jobs,0,455575,
CAEMP25N-10,17097,"Lake, IL",2021,Number of jobs,0,471588,
CAEMP25N-10,17097,"Lake, IL",2022,Number of jobs,0,484587,
CAEMP25N-10,17099,"LaSalle, IL",2018,Number of jobs,0,54785,
CAEMP25N-10,17099,"LaSalle, IL",2019,Number of jobs,0,53823,
CAEMP25N-10,17099,"LaSalle, IL",2020,Number of jobs,0,51326,
CAEMP25N-10,17099,"LaSalle, IL",2021,Number of jobs,0,53505,
CAEMP25N-10,17099,"LaSalle, IL",2022,Number of jobs,0,54535,
CAEMP25N-10,17101,"Lawrence, IL",2018,Number of jobs,0,6134,
CAEMP25N-10,17101,"Lawrence, IL",2019,Number of jobs,0,6013,
CAEMP25N-10,17101,"Lawrence, IL",2020,Number of jobs,0,5910,
CAEMP25N-10,17101,"Lawrence, IL",2021,Number of jobs,0,5768,
CAEMP25N-10,17101,"Lawrence, IL",2022,Number of jobs,0,5540,
CAEMP25N-10,17103,"Lee, IL",2018,Number of jobs,0,16660,
CAEMP25N-10,17103,"Lee, IL",2019,Number of jobs,0,16277,
CAEMP25N-10,17103,"Lee, IL",2020,Number of jobs,0,16107,
CAEMP25N-10,17103,"Lee, IL",2021,Number of jobs,0,16171,
CAEMP25N-10,17103,"Lee, IL",2022,Number of jobs,0,16522,
CAEMP25N-10,17105,"Livingston, IL",2018,Number of jobs,0,17980,
CAEMP25N-10,17105,"Livingston, IL",2019,Number of jobs,0,18069,
CAEMP25N-10,17105,"Livingston, IL",2020,Number of jobs,0,17438,
CAEMP25N-10,17105,"Livingston, IL",2021,Number of jobs,0,17133,
CAEMP25N-10,17105,"Livingston, IL",2022,Number of jobs,0,17723,
CAEMP25N-10,17107,"Logan, IL",2018,Number of jobs,0,12425,
CAEMP25N-10,17107,"Logan, IL",2019,Number of jobs,0,12118,
CAEMP25N-10,17107,"Logan, IL",2020,Number of jobs,0,11761,
CAEMP25N-10,17107,"Logan, IL",2021,Number of jobs,0,11767,
CAEMP25N-10,17107,"Logan, IL",2022,Number of jobs,0,11778,
CAEMP25N-10,17109,"McDonough, IL",2018,Number of jobs,0,15730,
CAEMP25N-10,17109,"McDonough, IL",2019,Number of jobs,0,15457,
CAEMP25N-10,17109,"McDonough, IL",2020,Number of jobs,0,14318,
CAEMP25N-10,17109,"McDonough, IL",2021,Number of jobs,0,14490,
CAEMP25N-10,17109,"McDonough, IL",2022,Number of jobs,0,15018,
CAEMP25N-10,17111,"McHenry, IL",2018,Number of jobs,0,139471,
CAEMP25N-10,17111,"McHenry, IL",2019,Number of jobs,0,138128,
CAEMP25N-10,17111,"McHenry, IL",2020,Number of jobs,0,134468,
CAEMP25N-10,17111,"McHenry, IL",2021,Number of jobs,0,140267,
CAEMP25N-10,17111,"McHenry, IL",2022,Number of jobs,0,145443,
CAEMP25N-10,17113,"McLean, IL",2018,Number of jobs,0,111548,
CAEMP25N-10,17113,"McLean, IL",2019,Number of jobs,0,110658,
CAEMP25N-10,17113,"McLean, IL",2020,Number of jobs,0,107170,
CAEMP25N-10,17113,"McLean, IL",2021,Number of jobs,0,109966,
CAEMP25N-10,17113,"McLean, IL",2022,Number of jobs,0,111463,
CAEMP25N-10,17115,"Macon, IL",2018,Number of jobs,0,62225,
CAEMP25N-10,17115,"Macon, IL",2019,Number of jobs,0,60482,
CAEMP25N-10,17115,"Macon, IL",2020,Number of jobs,0,57282,
CAEMP25N-10,17115,"Macon, IL",2021,Number of jobs,0,57969,
CAEMP25N-10,17115,"Macon, IL",2022,Number of jobs,0,59709,
CAEMP25N-10,17117,"Macoupin, IL",2018,Number of jobs,0,16491,
CAEMP25N-10,17117,"Macoupin, IL",2019,Number of jobs,0,16108,
CAEMP25N-10,17117,"Macoupin, IL",2020,Number of jobs,0,15630,
CAEMP25N-10,17117,"Macoupin, IL",2021,Number of jobs,0,16036,
CAEMP25N-10,17117,"Macoupin, IL",2022,Number of jobs,0,16353,
CAEMP25N-10,17119,"Madison, IL",2018,Number of jobs,0,132623,
CAEMP25N-10,17119,"Madison, IL",2019,Number of jobs,0,132901,
CAEMP25N-10,17119,"Madison, IL",2020,Number of jobs,0,132472,
CAEMP25N-10,17119,"Madison, IL",2021,Number of jobs,0,134122,
CAEMP25N-10,17119,"Madison, IL",2022,Number of jobs,0,139190,
CAEMP25N-10,17121,"Marion, IL",2018,Number of jobs,0,18715,
CAEMP25N-10,17121,"Marion, IL",2019,Number of jobs,0,18327,
CAEMP25N-10,17121,"Marion, IL",2020,Number of jobs,0,17388,
CAEMP25N-10,17121,"Marion, IL",2021,Number of jobs,0,17541,
CAEMP25N-10,17121,"Marion, IL",2022,Number of jobs,0,18068,
CAEMP25N-10,17123,"Marshall, IL",2018,Number of jobs,0,4496,
CAEMP25N-10,17123,"Marshall, IL",2019,Number of jobs,0,4400,
CAEMP25N-10,17123,"Marshall, IL",2020,Number of jobs,0,4404,
CAEMP25N-10,17123,"Marshall, IL",2021,Number of jobs,0,4513,
CAEMP25N-10,17123,"Marshall, IL",2022,Number of jobs,0,4532,
CAEMP25N-10,17125,"Mason, IL",2018,Number of jobs,0,4752,
CAEMP25N-10,17125,"Mason, IL",2019,Number of jobs,0,4764,
CAEMP25N-10,17125,"Mason, IL",2020,Number of jobs,0,4523,
CAEMP25N-10,17125,"Mason, IL",2021,Number of jobs,0,4553,
CAEMP25N-10,17125,"Mason, IL",2022,Number of jobs,0,4697,
CAEMP25N-10,17127,"Massac, IL",2018,Number of jobs,0,4867,
CAEMP25N-10,17127,"Massac, IL",2019,Number of jobs,0,4856,
CAEMP25N-10,17127,"Massac, IL",2020,Number of jobs,0,4572,
CAEMP25N-10,17127,"Massac, IL",2021,Number of jobs,0,4727,
CAEMP25N-10,17127,"Massac, IL",2022,Number of jobs,0,4789,
CAEMP25N-10,17129,"Menard, IL",2018,Number of jobs,0,3507,
CAEMP25N-10,17129,"Menard, IL",2019,Number of jobs,0,3442,
CAEMP25N-10,17129,"Menard, IL",2020,Number of jobs,0,3429,
CAEMP25N-10,17129,"Menard, IL",2021,Number of jobs,0,3432,
CAEMP25N-10,17129,"Menard, IL",2022,Number of jobs,0,3569,
CAEMP25N-10,17131,"Mercer, IL",2018,Number of jobs,0,5322,
CAEMP25N-10,17131,"Mercer, IL",2019,Number of jobs,0,5292,
CAEMP25N-10,17131,"Mercer, IL",2020,Number of jobs,0,5110,
CAEMP25N-10,17131,"Mercer, IL",2021,Number of jobs,0,5235,
CAEMP25N-10,17131,"Mercer, IL",2022,Number of jobs,0,5432,
CAEMP25N-10,17133,"Monroe, IL",2018,Number of jobs,0,13594,
CAEMP25N-10,17133,"Monroe, IL",2019,Number of jobs,0,13086,
CAEMP25N-10,17133,"Monroe, IL",2020,Number of jobs,0,12902,
CAEMP25N-10,17133,"Monroe, IL",2021,Number of jobs,0,13576,
CAEMP25N-10,17133,"Monroe, IL",2022,Number of jobs,0,14092,
CAEMP25N-10,17135,"Montgomery, IL",2018,Number of jobs,0,12427,
CAEMP25N-10,17135,"Montgomery, IL",2019,Number of jobs,0,12235,
CAEMP25N-10,17135,"Montgomery, IL",2020,Number of jobs,0,11847,
CAEMP25N-10,17135,"Montgomery, IL",2021,Number of jobs,0,12059,
CAEMP25N-10,17135,"Montgomery, IL",2022,Number of jobs,0,12238,
CAEMP25N-10,17137,"Morgan, IL",2018,Number of jobs,0,17901,
CAEMP25N-10,17137,"Morgan, IL",2019,Number of jobs,0,18035,
CAEMP25N-10,17137,"Morgan, IL",2020,Number of jobs,0,17585,
CAEMP25N-10,17137,"Morgan, IL",2021,Number of jobs,0,17581,
CAEMP25N-10,17137,"Morgan, IL",2022,Number of jobs,0,18129,
CAEMP25N-10,17139,"Moultrie, IL",2018,Number of jobs,0,7496,
CAEMP25N-10,17139,"Moultrie, IL",2019,Number of jobs,0,7516,
CAEMP25N-10,17139,"Moultrie, IL",2020,Number of jobs,0,7327,
CAEMP25N-10,17139,"Moultrie, IL",2021,Number of jobs,0,7507,
CAEMP25N-10,17139,"Moultrie, IL",2022,Number of jobs,0,7627,
CAEMP25N-10,17141,"Ogle, IL",2018,Number of jobs,0,22639,
CAEMP25N-10,17141,"Ogle, IL",2019,Number of jobs,0,22068,
CAEMP25N-10,17141,"Ogle, IL",2020,Number of jobs,0,21619,
CAEMP25N-10,17141,"Ogle, IL",2021,Number of jobs,0,21676,
CAEMP25N-10,17141,"Ogle, IL",2022,Number of jobs,0,22555,
CAEMP25N-10,17143,"Peoria, IL",2018,Number of jobs,0,126991,
CAEMP25N-10,17143,"Peoria, IL",2019,Number of jobs,0,125214,
CAEMP25N-10,17143,"Peoria, IL",2020,Number of jobs,0,119817,
CAEMP25N-10,17143,"Peoria, IL",2021,Number of jobs,0,123019,
CAEMP25N-10,17143,"Peoria, IL",2022,Number of jobs,0,128421,
CAEMP25N-10,17145,"Perry, IL",2018,Number of jobs,0,6986,
CAEMP25N-10,17145,"Perry, IL",2019,Number of jobs,0,6910,
CAEMP25N-10,17145,"Perry, IL",2020,Number of jobs,0,6685,
CAEMP25N-10,17145,"Perry, IL",2021,Number of jobs,0,6809,
CAEMP25N-10,17145,"Perry, IL",2022,Number of jobs,0,6923,
CAEMP25N-10,17147,"Piatt, IL",2018,Number of jobs,0,6145,
CAEMP25N-10,17147,"Piatt, IL",2019,Number of jobs,0,6062,
CAEMP25N-10,17147,"Piatt, IL",2020,Number of jobs,0,5888,
CAEMP25N-10,17147,"Piatt, IL",2021,Number of jobs,0,6078,
CAEMP25N-10,17147,"Piatt, IL",2022,Number of jobs,0,6301,
CAEMP25N-10,17149,"Pike, IL",2018,Number of jobs,0,6825,
CAEMP25N-10,17149,"Pike, IL",2019,Number of jobs,0,6588,
CAEMP25N-10,17149,"Pike, IL",2020,Number of jobs,0,6615,
CAEMP25N-10,17149,"Pike, IL",2021,Number of jobs,0,6713,
CAEMP25N-10,17149,"Pike, IL",2022,Number of jobs,0,6884,
CAEMP25N-10,17151,"Pope, IL",2018,Number of jobs,0,1366,
CAEMP25N-10,17151,"Pope, IL",2019,Number of jobs,0,1287,
CAEMP25N-10,17151,"Pope, IL",2020,Number of jobs,0,1265,
CAEMP25N-10,17151,"Pope, IL",2021,Number of jobs,0,1314,
CAEMP25N-10,17151,"Pope, IL",2022,Number of jobs,0,1406,
CAEMP25N-10,17153,"Pulaski, IL",2018,Number of jobs,0,2614,
CAEMP25N-10,17153,"Pulaski, IL",2019,Number of jobs,0,2499,
CAEMP25N-10,17153,"Pulaski, IL",2020,Number of jobs,0,2167,
CAEMP25N-10,17153,"Pulaski, IL",2021,Number of jobs,0,2136,
CAEMP25N-10,17153,"Pulaski, IL",2022,Number of jobs,0,2187,
CAEMP25N-10,17155,"Putnam, IL",2018,Number of jobs,0,2491,
CAEMP25N-10,17155,"Putnam, IL",2019,Number of jobs,0,2511,
CAEMP25N-10,17155,"Putnam, IL",2020,Number of jobs,0,2497,
CAEMP25N-10,17155,"Putnam, IL",2021,Number of jobs,0,2611,
CAEMP25N-10,17155,"Putnam, IL",2022,Number of jobs,0,2724,
CAEMP25N-10,17157,"Randolph, IL",2018,Number of jobs,0,14832,
CAEMP25N-10,17157,"Randolph, IL",2019,Number of jobs,0,14947,
CAEMP25N-10,17157,"Randolph, IL",2020,Number of jobs,0,14068,
CAEMP25N-10,17157,"Randolph, IL",2021,Number of jobs,0,14364,
CAEMP25N-10,17157,"Randolph, IL",2022,Number of jobs,0,14411,
CAEMP25N-10,17159,"Richland, IL",2018,Number of jobs,0,9048,
CAEMP25N-10,17159,"Richland, IL",2019,Number of jobs,0,8757,
CAEMP25N-10,17159,"Richland, IL",2020,Number of jobs,0,8829,
CAEMP25N-10,17159,"Richland, IL",2021,Number of jobs,0,8677,
CAEMP25N-10,17159,"Richland, IL",2022,Number of jobs,0,9042,
CAEMP25N-10,17161,"Rock Island, IL",2018,Number of jobs,0,90870,
CAEMP25N-10,17161,"Rock Island, IL",2019,Number of jobs,0,90255,
CAEMP25N-10,17161,"Rock Island, IL",2020,Number of jobs,0,86299,
CAEMP25N-10,17161,"Rock Island, IL",2021,Number of jobs,0,87867,
CAEMP25N-10,17161,"Rock Island, IL",2022,Number of jobs,0,91347,
CAEMP25N-10,17163,"St. Clair, IL",2018,Number of jobs,0,126919,
CAEMP25N-10,17163,"St. Clair, IL",2019,Number of jobs,0,126959,
CAEMP25N-10,17163,"St. Clair, IL",2020,Number of jobs,0,122260,
CAEMP25N-10,17163,"St. Clair, IL",2021,Number of jobs,0,126250,
CAEMP25N-10,17163,"St. Clair, IL",2022,Number of jobs,0,130305,
CAEMP25N-10,17165,"Saline, IL",2018,Number of jobs,0,11438,
CAEMP25N-10,17165,"Saline, IL",2019,Number of jobs,0,11037,
CAEMP25N-10,17165,"Saline, IL",2020,Number of jobs,0,10842,
CAEMP25N-10,17165,"Saline, IL",2021,Number of jobs,0,10987,
CAEMP25N-10,17165,"Saline, IL",2022,Number of jobs,0,11398,
CAEMP25N-10,17167,"Sangamon, IL",2018,Number of jobs,0,125304,
CAEMP25N-10,17167,"Sangamon, IL",2019,Number of jobs,0,123602,
CAEMP25N-10,17167,"Sangamon, IL",2020,Number of jobs,0,116091,
CAEMP25N-10,17167,"Sangamon, IL",2021,Number of jobs,0,120464,
CAEMP25N-10,17167,"Sangamon, IL",2022,Number of jobs,0,126042,
CAEMP25N-10,17169,"Schuyler, IL",2018,Number of jobs,0,2857,
CAEMP25N-10,17169,"Schuyler, IL",2019,Number of jobs,0,2754,
CAEMP25N-10,17169,"Schuyler, IL",2020,Number of jobs,0,2665,
CAEMP25N-10,17169,"Schuyler, IL",2021,Number of jobs,0,2763,
CAEMP25N-10,17169,"Schuyler, IL",2022,Number of jobs,0,2787,
CAEMP25N-10,17171,"Scott, IL",2018,Number of jobs,0,1940,
CAEMP25N-10,17171,"Scott, IL",2019,Number of jobs,0,1917,
CAEMP25N-10,17171,"Scott, IL",2020,Number of jobs,0,1830,
CAEMP25N-10,17171,"Scott, IL",2021,Number of jobs,0,1855,
CAEMP25N-10,17171,"Scott, IL",2022,Number of jobs,0,1880,
CAEMP25N-10,17173,"Shelby, IL",2018,Number of jobs,0,9009,
CAEMP25N-10,17173,"Shelby, IL",2019,Number of jobs,0,8738,
CAEMP25N-10,17173,"Shelby, IL",2020,Number of jobs,0,8567,
CAEMP25N-10,17173,"Shelby, IL",2021,Number of jobs,0,8756,
CAEMP25N-10,17173,"Shelby, IL",2022,Number of jobs,0,8742,
CAEMP25N-10,17175,"Stark, IL",2018,Number of jobs,0,2244,
CAEMP25N-10,17175,"Stark, IL",2019,Number of jobs,0,2265,
CAEMP25N-10,17175,"Stark, IL",2020,Number of jobs,0,2311,
CAEMP25N-10,17175,"Stark, IL",2021,Number of jobs,0,2370,
CAEMP25N-10,17175,"Stark, IL",2022,Number of jobs,0,2475,
CAEMP25N-10,17177,"Stephenson, IL",2018,Number of jobs,0,24095,
CAEMP25N-10,17177,"Stephenson, IL",2019,Number of jobs,0,23745,
CAEMP25N-10,17177,"Stephenson, IL",2020,Number of jobs,0,23124,
CAEMP25N-10,17177,"Stephenson, IL",2021,Number of jobs,0,23555,
CAEMP25N-10,17177,"Stephenson, IL",2022,Number of jobs,0,23883,
CAEMP25N-10,17179,"Tazewell, IL",2018,Number of jobs,0,63280,
CAEMP25N-10,17179,"Tazewell, IL",2019,Number of jobs,0,62346,
CAEMP25N-10,17179,"Tazewell, IL",2020,Number of jobs,0,58860,
CAEMP25N-10,17179,"Tazewell, IL",2021,Number of jobs,0,59698,
CAEMP25N-10,17179,"Tazewell, IL",2022,Number of jobs,0,62143,
CAEMP25N-10,17181,"Union, IL",2018,Number of jobs,0,7215,
CAEMP25N-10,17181,"Union, IL",2019,Number of jobs,0,7234,
CAEMP25N-10,17181,"Union, IL",2020,Number of jobs,0,7048,
CAEMP25N-10,17181,"Union, IL",2021,Number of jobs,0,7183,
CAEMP25N-10,17181,"Union, IL",2022,Number of jobs,0,7327,
CAEMP25N-10,17183,"Vermilion, IL",2018,Number of jobs,0,35447,
CAEMP25N-10,17183,"Vermilion, IL",2019,Number of jobs,0,35079,
CAEMP25N-10,17183,"Vermilion, IL",2020,Number of jobs,0,33958,
CAEMP25N-10,17183,"Vermilion, IL",2021,Number of jobs,0,34245,
CAEMP25N-10,17183,"Vermilion, IL",2022,Number of jobs,0,35416,
CAEMP25N-10,17185,"Wabash, IL",2018,Number of jobs,0,5314,
CAEMP25N-10,17185,"Wabash, IL",2019,Number of jobs,0,5223,
CAEMP25N-10,17185,"Wabash, IL",2020,Number of jobs,0,5039,
CAEMP25N-10,17185,"Wabash, IL",2021,Number of jobs,0,5012,
CAEMP25N-10,17185,"Wabash, IL",2022,Number of jobs,0,5417,
CAEMP25N-10,17187,"Warren, IL",2018,Number of jobs,0,8896,
CAEMP25N-10,17187,"Warren, IL",2019,Number of jobs,0,8743,
CAEMP25N-10,17187,"Warren, IL",2020,Number of jobs,0,8337,
